tweet_id,retweet_count,favorite_count,user_count
892420643555336193,6969,33697,9359003
892177421306343426,5272,29222,9359003
891815181378084864,3464,21978,9359003
891689557279858688,7191,36791,9359003
891327558926688256,7717,35182,9359003
891087950875897856,2586,17749,9359003
890971913173991426,1647,10331,9359003
890729181411237888,15679,56666,9359003
890609185150312448,3604,24427,9359003
890240255349198849,6068,27848,9359003
890006608113172480,6111,26947,9359003
889880896479866881,4141,24487,9359003
889665388333682689,8302,41878,9359003
889638837579907072,3700,23580,9359003
889531135344209921,1874,13312,9359003
889278841981685760,4419,22026,9359003
888917238123831296,3742,25533,9359003
888804989199671297,3513,22391,9359003
888554962724278272,2863,17252,9359003
888078434458587136,2885,19101,9359003
887705289381826560,4516,26529,9359003
887517139158093824,9810,40587,9359003
887473957103951883,14952,59978,9359003
887343217045368832,8775,29489,9359003
887101392804085760,4969,26897,9359003
886983233522544640,6287,30241,9359003
886736880519319552,2616,10453,9359003
886680336477933568,3720,19655,9359003
886366144734445568,2613,18489,9359003
886267009285017600,4,105,9359003
886258384151887873,5253,24445,9359003
886054160059072513,93,0,9359003
885984800019947520,5589,28497,9359003
885528943205470208,5306,31483,9359003
885518971528720385,3097,17941,9359003
885311592912609280,15365,0,9359003
885167619883638784,3652,19180,9359471
884925521741709313,14943,67013,9359003
884876753390489601,4639,24300,9359003
884562892145688576,3896,21243,9359003
884441805382717440,4776,23779,9359003
884247878851493888,16823,63019,9359003
884162670584377345,2493,17888,9359003
883838122936631299,2850,19092,9359003
883482846933004288,8221,40046,9359003
883360690899218434,3061,19879,9359003
883117836046086144,5513,32387,9359003
882992080364220416,3229,20918,9359003
882762694511734784,4077,24695,9359003
882627270321602560,5042,24527,9359003
882268110199369728,9583,39043,9359003
882045870035918850,4066,25626,9359003
881906580714921986,2839,21374,9359003
881666595344535552,8912,44387,9359003
881633300179243008,8,113,9359003
881536004380872706,13351,43282,9359003
881268444196462592,4481,20428,9359003
880935762899988482,2325,14995,9359003
880872448815771648,3191,18655,9359003
880465832366813184,5192,24928,9359003
880221127280381952,3448,23578,9359003
880095782870896641,3634,24233,9359003
879862464715927552,2913,19638,9359003
879674319642796034,9,282,9359003
879492040517615616,2619,20649,9359003
879415818425184262,37264,92503,9359003
879376492567855104,2634,14809,9359003
879130579576475649,5711,0,9359003
879050749262655488,3935,19746,9359003
879008229531029506,2230,16724,9359003
878776093423087618,3419,17085,9359003
878604707211726852,5897,26356,9359003
878404777348136964,1070,0,9359003
878316110768087041,5501,0,9359003
878281511006478336,1070,6756,9359003
878057613040115712,5711,37018,9359003
877736472329191424,15734,69047,9359003
877611172832227328,70,0,9359003
877556246731214848,3152,19839,9359003
877316821321428993,4321,24069,9359003
877201837425926144,4602,23796,9359003
876838120628539392,2795,18165,9359003
876537666061221889,3962,20990,9359003
876484053909872640,1989,16510,9359003
876120275196170240,3890,24610,9359003
875747767867523072,3567,22034,9359003
875144289856114688,4132,19368,9359003
875097192612077568,5094,24168,9359003
875021211251597312,3954,22489,9359003
874680097055178752,3906,24521,9359003
874434818259525634,12159,0,9359003
874296783580663808,3471,22884,9359003
874057562936811520,3368,20056,9359003
874012996292530176,8551,30024,9359003
873580283840344065,3333,21311,9359003
873337748698140672,1327,0,9359003
873213775632977920,1327,6302,9359003
872967104147763200,4544,23980,9359003
872820683541237760,3157,13031,9359003
872620804844003328,3058,18273,9359003
872486979161796608,7683,35988,9359003
872122724285648897,6803,30102,9359003
871879754684805121,9210,32971,9359003
871762521631449091,2958,17818,9359003
871515927908634625,2924,17846,9359003
871166179821445120,4878,0,9359003
871102520638267392,4652,18489,9359003
871032628920680449,3213,20093,9359003
870804317367881728,5264,29703,9359003
870726314365509632,3,105,9359003
870656317836468226,2190,10857,9359003
870374049280663552,22657,73716,9359003
870308999962521604,3534,19420,9359003
870063196459192321,7050,32309,9359003
869772420881756160,8659,37894,9359003
869702957897576449,5363,24968,9359003
869596645499047938,2629,14149,9359003
869227993411051520,3188,18083,9359003
868880397819494401,12200,57751,9359003
868639477480148993,1742,0,9359003
868622495443632128,4444,23570,9359003
868552278524837888,1742,8936,9359003
867900495410671616,3554,21533,9359003
867774946302451713,6229,30166,9359003
867421006826221569,2109,14297,9359003
867072653475098625,100,0,9359003
867051520902168576,6755,28609,9359003
866720684873056260,4118,17804,9359003
866686824827068416,2953,17069,9359003
866450705531457537,30058,108495,9359003
866334964761202691,12159,46426,9359003
866094527597207552,7133,0,9359003
865718153858494464,4814,22858,9359003
865359393868664832,4271,23520,9359003
865006731092295680,6634,24959,9359003
864873206498414592,7475,28752,9359003
864279568663928832,2571,13032,9359003
864197398364647424,7555,26551,9359003
863907417377173506,3577,18381,9359003
863553081350529029,3612,13634,9359002
863471782782697472,2084,0,9359002
863432100342583297,4542,21225,9359002
863427515083354112,80,1956,9359002
863079547188785154,949,7877,9359002
863062471531167744,2084,7502,9359002
862831371563274240,4442,17178,9359002
862722525377298433,3075,15289,9359002
862457590147678208,4231,18216,9359002
862096992088072192,19904,66060,9359002
861383897657036800,9228,32188,9359002
861288531465048066,3574,15304,9359002
861005113778896900,3319,14940,9359002
860981674716409858,1850,0,9359002
860924035999428608,675,0,9359002
860563773140209665,1850,6701,9359002
860524505164394496,4582,21198,9359002
860276583193509888,3056,16528,9359002
860184849394610176,5104,14965,9359002
860177593139703809,26611,0,9359002
859924526012018688,3573,17574,9359002
859851578198683649,3057,13946,9359002
859607811541651456,1360,16791,9359002
859196978902773760,26174,80301,9359002
859074603037188101,11919,30334,9359002
858860390427611136,7050,0,9359002
858843525470990336,3018,14090,9359002
858471635011153920,4241,19421,9359002
858107933456039936,2532,14189,9359002
857989990357356544,2259,14452,9359002
857746408056729600,9312,30708,9359002
857393404942143489,1437,5291,9359002
857263160327368704,3959,18205,9359002
857214891891077121,16,203,9359002
857062103051644929,146,0,9359002
857029823797047296,3472,17002,9359002
856543823941562368,2534,14791,9359002
856526610513747968,1651,10792,9359002
856288084350160898,15,489,9359002
856282028240666624,5564,25166,9359002
855862651834028034,21,302,9359002
855860136149123072,849,4396,9359002
855857698524602368,1853,10835,9359002
855851453814013952,16076,41813,9359002
855818117272018944,4798,24219,9359002
855459453768019968,7281,27027,9359002
855245323840757760,5246,0,9359002
855138241867124737,36,0,9359002
854732716440526848,5326,20625,9359002
854482394044301312,6000,26494,9359002
854365224396361728,4132,17155,9359002
854120357044912130,6571,29148,9359002
854010172552949760,2784,14801,9359002
853760880890318849,5103,26012,9359002
853639147608842240,8835,31454,9359002
853299958564483072,3160,14130,9359002
852936405516943360,1782,0,9359002
852912242202992640,1591,8229,9359003
852672615818899456,1904,13611,9359003
852553447878664193,3100,14856,9359003
852311364735569921,8839,30275,9359003
852226086759018497,6071,18304,9359003
852189679701164033,1414,10553,9359003
851591660324737024,3118,14921,9359003
851464819735769094,6290,22219,9359003
851224888060895234,5157,18990,9359003
850753642995093505,8052,28067,9359003
850380195714523136,2325,12049,9359003
850333567704068097,301,3184,9359003
850145622816686080,3385,15010,9359003
850019790995546112,4354,18737,9359003
849776966551130114,6796,27857,9359003
849668094696017920,4432,0,9359003
849412302885593088,2822,14647,9359003
849336543269576704,1683,10533,9359003
849051919805034497,7603,38924,9359003
848690551926992896,3913,23226,9359003
848324959059550208,4142,22777,9359003
848213670039564288,644,7528,9359003
848212111729840128,2711,15004,9359003
847978865427394560,2913,0,9359003
847971574464610304,394,0,9359003
847962785489326080,4559,21693,9359003
847842811428974592,1186,5002,9359003
847617282490613760,376,6456,9359003
847606175596138505,3075,17318,9359003
847251039262605312,3907,18924,9359003
847157206088847362,5242,18335,9359003
847116187444137987,2869,19832,9359471
846874817362120707,3541,18581,9359003
846514051647705089,10346,41088,9359003
846505985330044928,2752,13034,9359003
846153765933735936,8146,29028,9359003
846139713627017216,9141,28741,9359003
846042936437604353,2581,14774,9359003
845812042753855489,7842,26958,9359003
845677943972139009,4371,23389,9359003
845397057150107648,1616,7075,9359003
845306882940190720,4845,21567,9359003
845098359547420673,6924,0,9359003
844979544864018432,2306,12648,9359003
844973813909606400,2840,13906,9359003
844580511645339650,2806,15267,9359003
844223788422217728,1985,12673,9359003
843981021012017153,2697,14081,9359003
843856843873095681,4160,19914,9359003
843604394117681152,2475,15663,9359003
843235543001513987,5385,19931,9359003
842846295480000512,3310,14191,9359003
842765311967449089,1175,6282,9359003
842535590457499648,3165,16876,9359003
842163532590374912,5246,22681,9359003
842115215311396866,2754,13005,9359003
841833993020538882,13527,0,9359003
841680585030541313,7140,23996,9359003
841439858740625411,3305,11702,9359003
841320156043304961,5009,18384,9359003
841314665196081154,4223,14713,9359003
841077006473256960,4878,21298,9359003
840761248237133825,1619,0,9359003
840728873075638272,14563,0,9359003
840698636975636481,2,164,9359003
840696689258311684,889,11455,9359003
840632337062862849,1619,8411,9359003
840370681858686976,4171,15309,9359003
840268004936019968,5204,17856,9359003
839990271299457024,2063,12507,9359003
839549326359670784,7050,25520,9359003
839290600511926273,132,0,9359003
839239871831150596,5918,25180,9359003
838952994649550848,3655,18333,9359003
838921590096166913,1852,10399,9359003
838916489579200512,31,0,9359003
838831947270979586,9997,0,9359003
838561493054533637,1229,10228,9359003
838476387338051585,4331,20933,9359003
838201503651401729,9156,0,9359003
838150277551247360,301,1567,9359003
838085839343206401,1,133,9359003
838083903487373313,2831,16431,9359003
837820167694528512,7133,31771,9359003
837482249356513284,405,3598,9359003
837471256429613056,2058,11967,9359003
837110210464448512,2173,15050,9359003
836989968035819520,2107,11924,9359003
836753516572119041,4254,18090,9359005
836677758902222849,2019,11824,9359005
836648853927522308,506,0,9359005
836397794269200385,25006,0,9359005
836380477523124226,2745,13879,9359005
836260088725786625,3974,19914,9359005
836001077879255040,3878,17859,9359005
835685285446955009,7404,0,9359005
835574547218894849,3291,16607,9359005
835536468978302976,1539,0,9359005
835309094223372289,19106,0,9359005
835297930240217089,2733,15402,9359005
835264098648616962,1539,7216,9359005
835246439529840640,63,1987,9359005
835172783151792128,5284,24518,9359005
835152434251116546,2755,20901,9359005
834931633769889797,1486,10079,9359005
834786237630337024,5102,20180,9359005
834574053763584002,2304,12785,9359005
834477809192075265,9742,0,9359005
834458053273591808,1543,9017,9359005
834209720923721728,4316,19204,9359005
834167344700198914,3353,14807,9359005
834089966724603904,1960,9429,9359005
834086379323871233,2037,12215,9359005
833863086058651648,2204,12595,9359005
833826103416520705,3482,17042,9359005
833732339549220864,203,0,9359005
833722901757046785,2991,19639,9359005
833479644947025920,1885,13975,9359005
833124694597443584,4432,18952,9359005
832998151111966721,2007,12403,9359005
832769181346996225,38,0,9359005
832757312314028032,3312,15820,9359005
832682457690300417,2659,11118,9359005
832645525019123713,484,2730,9359005
832636094638288896,2553,14861,9359005
832397543355072512,2034,11215,9359005
832369877331693569,2913,16038,9359005
832273440279240704,2139,10632,9359005
832215909146226688,5705,0,9359005
832215726631055365,8563,0,9359005
832088576586297345,2,59,9359005
832040443403784192,8796,0,9359005
832032802820481025,4291,16734,9359005
831939777352105988,5642,22429,9359005
831926988323639298,34,319,9359005
831911600680497154,5956,25772,9359005
831670449226514432,1685,9762,9359473
831650051525054464,1782,6668,9359005
831552930092285952,2153,8440,9359005
831322785565769729,1438,8729,9359005
831315979191906304,1035,6160,9359005
831309418084069378,2256,11062,9359005
831262627380748289,1883,11130,9359005
830956169170665475,1373,7495,9359005
830583320585068544,15365,62251,9359005
830173239259324417,5224,0,9359005
830097400375152640,2686,9132,9359005
829878982036299777,4589,0,9359005
829861396166877184,1789,11491,9359005
829501995190984704,9742,29815,9359005
829449946868879360,1854,9847,9359005
829141528400556032,6745,22861,9359005
829011960981237760,15053,50153,9359005
828801551087042563,3150,0,9359005
828770345708580865,5378,24020,9359005
828708714936930305,10287,34157,9359005
828650029636317184,1232,8929,9359005
828409743546925057,1078,6031,9359005
828408677031882754,1182,7232,9359005
828381636999917570,2054,11832,9359005
828376505180889089,990,6969,9359005
828372645993398273,2720,11842,9359005
828361771580813312,165,2063,9359005
828046555563323392,2646,11026,9359005
828011680017821696,1981,9749,9359005
827933404142436356,4812,18788,9359005
827653905312006145,2787,14553,9359005
827600520311402496,863,7045,9359005
827324948884643840,2798,14902,9359005
827199976799354881,2054,9969,9359005
826958653328592898,4589,20259,9359005
826848821049180160,9304,33951,9359005
826615380357632002,3668,0,9359005
826598799820865537,229,4845,9359005
826598365270007810,2173,9420,9359005
826476773533745153,3882,17323,9359005
826240494070030336,2410,12498,9359005
826204788643753985,855,4585,9359005
826115272272650244,2857,14701,9359005
825876512159186944,1733,9900,9359005
825829644528148480,2324,11985,9359005
825535076884762624,16301,53812,9359005
825147591692263424,4167,17204,9359005
825120256414846976,1165,0,9359005
825026590719483904,1165,5889,9359005
824796380199809024,5078,0,9359005
824775126675836928,3259,14017,9359005
824663926340194305,1635,9918,9359005
824325613288833024,9853,11140,9359005
824297048279236611,3552,14179,9359005
824025158776213504,556,4566,9359005
823939628516474880,2522,10036,9359005
823719002937630720,10311,0,9359005
823699002998870016,2330,13165,9359005
823581115634085888,2433,12220,9359005
823333489516937216,22,662,9359005
823322678127919110,3704,14777,9359005
823269594223824897,9184,0,9359005
822975315408461824,3188,16326,9359005
822872901745569793,39752,123688,9359005
822859134160621569,2104,12412,9359005
822647212903690241,5932,0,9359005
822610361945911296,2720,13929,9359005
822489057087389700,5932,17058,9359005
822462944365645825,13078,26207,9359005
822244816520155136,9184,33005,9359005
822163064745328640,4352,0,9359005
821886076407029760,2131,10644,9359005
821813639212650496,3114,0,9359005
821765923262631936,1553,7887,9359005
821522889702862852,1625,7545,9359005
821421320206483457,5107,0,9359005
821407182352777218,3978,11069,9359005
821153421864615936,8,236,9359005
821149554670182400,1818,8086,9359005
821107785811234820,1962,9033,9359005
821044531881721856,2114,11908,9359005
820837357901512704,6213,0,9359005
820749716845686786,9156,29718,9359005
820690176645140481,2990,11557,9359005
820494788566847489,521,0,9359005
820446719150292993,2383,0,9359005
820314633777061888,521,3151,9359005
820078625395449857,5762,18571,9359005
820013781606658049,1079,0,9359005
819952236453363712,1079,5004,9359005
819924195358416896,4527,12197,9359005
819711362133872643,2856,12579,9359005
819588359383371776,1864,9126,9359005
819347104292290561,1115,6810,9359005
819238181065359361,378,2133,9359005
819227688460238848,6213,21734,9359005
819015337530290176,34417,0,9359005
819015331746349057,17724,0,9359005
819006400881917954,17724,42882,9359005
819004803107983360,34417,82412,9359005
818646164899774465,19359,0,9359005
818627210458333184,7036,21164,9359005
818614493328580609,2345,9271,9359005
818588835076603904,5669,0,9359005
818536468981415936,2263,10241,9359005
818307523543449600,7420,0,9359005
818259473185828864,2073,10382,9359005
818145370475810820,2360,11584,9359005
817908911860748288,738,4594,9359005
817827839487737858,25006,48439,9359005
817777686764523521,2513,10191,9359005
817536400337801217,2719,11080,9359005
817502432452313088,3131,0,9359005
817423860136083457,13527,31734,9359005
817415592588222464,885,5281,9359005
817181837579653120,7833,0,9359005
817171292965273600,1856,8282,9359005
817120970343411712,2404,11506,9359005
817056546584727552,1509,8107,9359005
816829038950027264,4371,0,9359005
816816676327063552,1885,9449,9359005
816697700272001025,2046,9213,9359005
816450570814898180,7420,28575,9359005
816336735214911488,1793,8147,9359005
816091915477250048,1978,8463,9359005
816062466425819140,942,0,9359005
816014286006976512,4861,0,9359005
815990720817401858,942,4679,9359005
815966073409433600,7833,21062,9359005
815745968457060357,3841,0,9359005
815736392542261248,2108,9278,9359005
815639385530101762,1547,7800,9359005
815390420867969024,3551,9798,9359005
814986499976527872,1183,7240,9359005
814638523311648768,2515,10660,9359005
814578408554463233,5438,0,9359005
814530161257443328,1732,8189,9359005
814153002265309185,8074,27153,9359005
813944609378369540,2944,0,9359005
813910438903693312,1724,8831,9359005
813812741911748608,12990,34518,9359005
813800681631023104,1640,7866,9359005
813217897535406080,6823,17622,9359005
813202720496779264,1700,8742,9359005
813187593374461952,4029,18757,9359005
813172488309972993,1799,8776,9359005
813157409116065792,2059,7355,9359005
813142292504645637,2236,8060,9359005
813130366689148928,417,4253,9359005
813127251579564032,2909,11180,9359005
813112105746448384,2554,9771,9359005
813096984823349248,3368,10002,9359005
813081950185472002,2586,9400,9359005
813066809284972545,1821,7527,9359005
813051746834595840,6818,19863,9359005
812781120811126785,1783,7128,9359005
812709060537683968,1347,6273,9359005
812503143955202048,1147,5721,9359005
812466873996607488,1796,7554,9359005
812372279581671427,3410,12892,9359005
811985624773361665,1304,6891,9359005
811744202451197953,1466,7132,9359005
811647686436880384,680,5300,9359005
811627233043480576,2837,12035,9359005
811386762094317568,5956,19798,9359005
810984652412424192,1325,5037,9359005
810896069567610880,1637,8502,9359005
810657578271330305,2460,10396,9359005
810284430598270976,10461,33191,9359005
810254108431155201,3150,13929,9359005
809920764300447744,3668,14741,9359005
809808892968534016,4557,0,9359005
809448704142938112,1361,6588,9359005
809220051211603969,5224,18811,9359005
809084759137812480,3282,12524,9359005
808838249661788160,2855,9617,9359005
808733504066486276,2028,7472,9359005
808501579447930884,2447,10720,9359005
808344865868283904,19359,40046,9359005
808134635716833280,5490,0,9359005
808106460588765185,2062,8368,9359005
808001312164028416,3295,11808,9359005
807621403335917568,3372,13807,9359005
807106840509214720,51425,111198,9359005
807059379405148160,6863,0,9359005
807010152071229440,3614,12427,9359005
806629075125202948,32227,70331,9359005
806620845233815552,5125,0,9359005
806576416489959424,1818,4646,9359005
806542213899489280,2208,9702,9359005
806242860592926720,10832,0,9359005
806219024703037440,1130,6115,9359005
805958939288408065,4990,0,9359005
805932879469572096,1794,7854,9359005
805826884734976000,1710,6214,9359005
805823200554876929,7431,0,9359005
805520635690676224,1547,5463,9359005
805487436403003392,2369,8317,9359005
805207613751304193,1621,7456,9359005
804738756058218496,3589,12937,9359005
804475857670639616,1883,5823,9359005
804413760345620481,2999,0,9359005
804026241225523202,14966,41915,9359005
803773340896923648,2577,9510,9359005
803692223237865472,6895,0,9359005
803638050916102144,3872,10340,9359005
803380650405482500,1762,7363,9359005
803321560782307329,4937,0,9359005
803276597545603072,2289,9505,9359005
802952499103731712,1865,8553,9359005
802624713319034886,2716,0,9359005
802600418706604034,1377,6746,9359005
802572683846291456,2348,8493,9359005
802323869084381190,5455,15295,9359005
802265048156610565,1287,6600,9359005
802239329049477120,2448,8623,9359005
802185808107208704,250,0,9359005
801958328846974976,1592,7347,9359005
801854953262350336,218,1720,9359005
801538201127157760,1946,7794,9359005
801285448605831168,770,5718,9359005
801167903437357056,5490,23102,9359005
801127390143516673,3689,0,9359005
801115127852503040,1981,7659,9359005
800859414831898624,90,645,9359005
800855607700029440,1511,0,9359005
800751577355128832,2614,10062,9359005
800513324630806528,2813,12453,9359005
800459316964663297,2054,9018,9359005
800443802682937345,4009,0,9359005
800388270626521089,2626,10570,9359005
800188575492947969,3678,0,9359005
800141422401830912,2383,14469,9359005
800018252395122689,12255,26806,9359005
799774291445383169,4351,0,9359005
799757965289017345,1998,7946,9359005
799422933579902976,1792,7668,9359005
799308762079035393,5056,0,9359005
799297110730567681,2549,9359,9359005
799063482566066176,2333,7673,9359005
798933969379225600,4140,12380,9359005
798925684722855936,1355,7145,9359005
798705661114773508,6182,0,9359005
798701998996647937,7204,0,9359005
798697898615730177,6071,0,9359473
798694562394996736,4626,0,9359005
798686750113755136,2172,0,9359005
798682547630837760,4416,0,9359005
798673117451325440,5202,0,9359005
798665375516884993,3666,0,9359005
798644042770751489,1736,0,9359005
798628517273620480,1856,0,9359005
798585098161549313,5250,0,9359005
798576900688019456,5454,0,9359005
798340744599797760,3130,0,9359005
798209839306514432,2418,9894,9359005
797971864723324932,2881,10917,9359005
797545162159308800,4602,13831,9359005
797236660651966464,6128,18863,9359005
797165961484890113,24,212,9359005
796904159865868288,8323,0,9359005
796865951799083009,1825,7284,9359005
796759840936919040,2819,11169,9359005
796563435802726400,6702,0,9359005
796484825502875648,1644,7164,9359005
796387464403357696,3875,10421,9359005
796177847564038144,13317,0,9359005
796149749086875649,13317,30400,9359005
796125600683540480,1680,4723,9359005
796116448414461957,2243,8611,9359005
796080075804475393,2158,7994,9359005
796031486298386433,3489,10234,9359005
795464331001561088,21867,46606,9359005
795400264262053889,2672,9469,9359005
795076730285391872,5078,15288,9359427
794983741416415232,3144,0,9359005
794926597468000259,2152,9646,9359005
794355576146903043,9625,0,9359005
794332329137291264,2530,9103,9359005
794205286408003585,3102,8746,9359005
793962221541933056,4557,15857,9359005
793845145112371200,1739,8740,9359005
793614319594401792,2917,0,9359005
793601777308463104,1510,7556,9359005
793500921481273345,2222,10085,9359005
793286476301799424,8563,23282,9359005
793271401113350145,2236,8230,9359005
793256262322548741,7768,18869,9359005
793241302385262592,3062,9951,9359005
793226087023144960,2704,9253,9359005
793210959003287553,2599,8447,9359005
793195938047070209,5254,14394,9359005
793180763617361921,1857,6539,9359005
793165685325201412,2618,8873,9359005
793150605191548928,1591,5830,9359005
793135492858580992,2347,6054,9359005
793120401413079041,3665,11982,9359005
792913359805018113,3697,13540,9359005
792883833364439040,3990,10677,9359005
792773781206999040,1567,6980,9359005
792394556390137856,4000,12673,9359005
792050063153438720,1663,6758,9359005
791821351946420224,19614,0,9359005
791784077045166082,8847,0,9359005
791780927877898241,3544,0,9359005
791774931465953280,20675,42610,9359005
791672322847637504,2917,11115,9359005
791406955684368384,3841,12455,9359005
791312159183634433,2356,8296,9359005
791026214425268224,3789,0,9359005
790987426131050500,1981,9277,9359005
790946055508652032,4371,15822,9359005
790723298204217344,2137,0,9359005
790698755171364864,1796,7778,9359005
790581949425475584,6617,19481,9359005
790337589677002753,1763,7404,9359005
790277117346975746,2944,11858,9359005
790227638568808452,3293,0,9359005
789986466051088384,2137,8778,9359005
789960241177853952,3807,0,9359005
789903600034189313,3871,9755,9359005
789628658055020548,1637,7058,9359005
789599242079838210,1786,6358,9359005
789530877013393408,3144,11051,9359005
789314372632018944,2130,8177,9359005
789280767834746880,4572,0,9359005
789268448748703744,2434,8616,9359427
789137962068021249,2598,9201,9359005
788908386943430656,11669,25989,9359005
788765914992902144,9625,25825,9359005
788552643979468800,6630,0,9359005
788412144018661376,4906,14666,9359005
788178268662984705,1966,6872,9359005
788150585577050112,1196,5778,9359005
788070120937619456,3200,0,9359005
788039637453406209,1218,5771,9359005
787810552592695296,2831,8124,9359005
787717603741622272,2576,9685,9359005
787397959788929025,2653,10297,9359005
787322443945877504,1621,7369,9359005
787111942498508800,6275,0,9359005
786963064373534720,7404,25197,9359005
786729988674449408,2267,0,9359005
786709082849828864,5705,17318,9359005
786664955043049472,2358,10019,9359005
786595970293370880,2901,8953,9359005
786363235746385920,3204,10252,9359005
786286427768250368,2634,7544,9359005
786233965241827333,4352,14360,9359005
786051337297522688,145,1350,9359005
786036967502913536,6479,0,9359005
785927819176054784,2973,10768,9359005
785872687017132033,1667,6319,9359005
785639753186217984,2098,7429,9359005
785533386513321988,1831,8554,9359005
785515384317313025,1155,5771,9359005
785264754247995392,1511,6889,9359005
785170936622350336,4474,11326,9359005
784826020293709826,2999,9548,9359005
784517518371221505,2355,8467,9359005
784431430411685888,1181,5429,9359005
784183165795655680,7431,18886,9359005
784057939640352768,10311,28001,9359005
783839966405230592,9997,28294,9359005
783821107061198850,1819,6953,9359005
783695101801398276,2980,9833,9359005
783466772167098368,2071,7941,9359005
783391753726550016,5070,15949,9359005
783347506784731136,5128,0,9359005
783334639985389568,10832,27382,9359005
783085703974514689,2016,7707,9359005
782969140009107456,6863,22736,9359005
782747134529531904,1314,7052,9359005
782722598790725632,4990,16226,9359005
782598640137187329,1763,7361,9359005
782305867769217024,5107,15659,9359005
782021823840026624,5707,0,9359005
781955203444699136,3125,10534,9359005
781661882474196992,2508,9842,9359005
781655249211752448,1047,3762,9359005
781524693396357120,5125,19519,9359005
781308096455073793,2373,6709,9359427
781251288990355457,1919,7890,9359427
781163403222056960,2572,9239,9359005
780931614150983680,6702,20427,9359005
780858289093574656,1855,6775,9359005
780800785462489090,1196,5174,9359005
780601303617732608,3114,11393,9359005
780543529827336192,1623,5934,9359005
780496263422808064,3408,0,9359005
780476555013349377,103,0,9359005
780459368902959104,999,4982,9359005
780192070812196864,2075,8183,9359005
780092040432480260,2120,0,9359005
780074436359819264,4554,11387,9359005
779834332596887552,6479,17698,9359005
779377524342161408,2872,8229,9359005
779124354206535695,16934,0,9359005
779056095788752897,4191,13840,9359005
778990705243029504,6626,18690,9359005
778774459159379968,9107,0,9359005
778764940568104960,337,819,9359005
778748913645780993,1203,6442,9359005
778650543019483137,1384,5405,9359005
778624900596654080,940,4329,9359005
778408200802557953,3992,12829,9359005
778396591732486144,11284,0,9359005
778383385161035776,1018,5487,9359005
778286810187399168,3050,9710,9359005
778039087836069888,2453,7957,9359005
778027034220126208,1490,6175,9359005
777953400541634568,3252,0,9359005
777885040357281792,1511,5982,9359005
777684233540206592,2716,10579,9359005
777641927919427584,3904,0,9359005
777621514455814149,2329,8193,9359005
777189768882946048,3972,13267,9359005
776819012571455488,12528,0,9359005
776813020089548800,1110,4595,9359005
776477788987613185,2545,8216,9359005
776249906839351296,8412,0,9359005
776218204058357768,14638,28003,9359005
776201521193218049,2328,8998,9359005
776113305656188928,4009,11073,9359005
776088319444877312,141,1710,9359005
775898661951791106,15454,0,9359005
775842724423557120,2452,11002,9359005
775733305207554048,3689,13028,9359005
775729183532220416,4260,12236,9359005
775364825476165632,2707,6918,9359005
